	LCA_simplified	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_02414	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Lacibacter	unclassified
OTU_02428	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified	unclassified
OTU_02438	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified
OTU_02462	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	GOBB3_C201	unclassified	unclassified
OTU_02466	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Family_Incertae_Sedis	Nordella	unclassified
OTU_02470	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_02481	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unclassified	unclassified
OTU_02492	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_02499	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_02504	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	unclassified
OTU_02508	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_02527	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp__c7u_9
OTU_02532	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_02561	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_02606	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_02607	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	unclassified	unclassified
OTU_02613	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_02614	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	unclassified	unclassified	unclassified
OTU_02641	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
OTU_02643	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
OTU_02652	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
OTU_02677	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_02683	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_02693	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_02706	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02719	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	unclassified	unclassified
OTU_02725	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	unclassified
OTU_02729	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus_Odyssella	endosymbiont_of_Acanthamoeba_sp__KA	E9
OTU_02735	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_02739	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unclassified	unclassified
OTU_02754	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_02764	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_02767	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_02800	Verrucomicrobia	Bacteria	Verrucomicrobia	OPB35_soil_group	unclassified	unclassified	unclassified	unclassified
OTU_02819	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	unclassified
OTU_02825	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02832	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	unclassified
OTU_02838	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02843	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	oca12	unclassified	unclassified	unclassified
OTU_02854	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	unclassified
OTU_02861	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02877	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02879	BD1_5	Bacteria	BD1_5	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02882	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02884	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_02898	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	unclassified
OTU_02899	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_02901	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	unclassified	unclassified
OTU_02902	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_02906	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	MNG7	unclassified	unclassified
OTU_02909	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_02911	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	unclassified
OTU_02915	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_02921	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_02923	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unclassified
OTU_02925	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter_sp__R_36541
OTU_02938	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_02961	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_02973	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_02992	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	unclassified
OTU_03004	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	DSSF69	unclassified	unclassified
OTU_03009	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_03033	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	DSSF69	unclassified	unclassified
OTU_03036	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified
OTU_03040	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03085	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	unclassified
OTU_03091	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_03098	Firmicutes	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_aurantibutyricum
OTU_03107	SM2F11	Bacteria	SM2F11	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03111	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	unclassified
OTU_03112	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_03124	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_03136	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	unclassified
OTU_03145	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	0319_6G20	unclassified	unclassified
OTU_03174	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
OTU_03175	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified
OTU_03179	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	GR_WP33_30	unclassified	unclassified	unclassified
OTU_03181	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_03194	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03196	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	FukuN57	unclassified	unclassified
OTU_03208	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	unclassified	unclassified
OTU_03214	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	unclassified
OTU_03218	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	unclassified
OTU_03219	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9_marine_group	unclassified	unclassified
OTU_03221	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	unclassified
OTU_03234	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	unclassified
OTU_03243	Bacteroidetes	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	unclassified
OTU_03244	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	Haliangium
OTU_03259	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified
OTU_03273	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_03293	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified	unclassified
OTU_03295	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03301	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03311	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	Candidatus_Chloracidobacterium	unclassified	unclassified	unclassified
OTU_03330	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_03343	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	unclassified
OTU_03360	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03361	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_03365	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_03383	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_03391	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	DSSF69	unclassified	unclassified
OTU_03395	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	unclassified	unclassified	unclassified	unclassified
OTU_03406	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	unclassified
OTU_03410	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03420	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_03425	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified
OTU_03426	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea	unclassified
OTU_03454	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	unclassified
OTU_03458	Actinobacteria	Bacteria	Actinobacteria	Thermoleophilia	AKIW543	unclassified	unclassified	unclassified
OTU_03459	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	unclassified
OTU_03462	Planctomycetes	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	unclassified	unclassified	unclassified
OTU_03474	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03488	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	unclassified
OTU_03502	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified
OTU_03503	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella	unclassified
OTU_03505	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_03515	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_maltophilia
OTU_03527	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XII_Incertae_Sedis	Exiguobacterium	unclassified
OTU_03528	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_03532	Chloroflexi	Bacteria	Chloroflexi	JG30_KF_CM66	unclassified	unclassified	unclassified	unclassified
OTU_03541	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	Dechloromonas_sp__R_28400
OTU_03603	Tenericutes	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Candidatus_Lumbricincola	unclassified
OTU_03617	Deltaproteobacteria	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unclassified
OTU_03621	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	C2U	unclassified	unclassified
OTU_03656	Bacteroidetes	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified
OTU_03663	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	unclassified
OTU_03665	Bacteroidetes	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia	unclassified
OTU_03667	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	unclassified
OTU_03685	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
OTU_03704	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	unclassified
OTU_03716	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_03723	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03724	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified
OTU_03728	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_03729	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	unclassified	unclassified
OTU_03732	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03740	Firmicutes	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_licheniformis
OTU_03753	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unclassified	unclassified
OTU_03755	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
OTU_03759	Betaproteobacteria	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified
OTU_03763	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	unclassified
OTU_03772	Planctomycetes	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	unclassified	unclassified
OTU_03777	unclassified_Bacteria	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03803	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG35_K1_AG5	unclassified	unclassified
OTU_03807	Chlamydiae	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	unclassified	unclassified	unclassified
OTU_03809	Actinobacteria	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	unclassified	unclassified
OTU_03810	Acidobacteria	Bacteria	Acidobacteria	Acidobacteria	Candidatus_Chloracidobacterium	unclassified	unclassified	unclassified
OTU_03812	Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
OTU_03829	Verrucomicrobia	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
OTU_03832	unclassified_Proteobacteria	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
OTU_03851	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	unclassified	unclassified
OTU_03853	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	GOBB3_C201	unclassified	unclassified
OTU_03863	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	unclassified
OTU_03880	Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified
