gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3,Atha_WT-Col-0_sl_LN2_Rep1_n2-1,Atha_WT-Col-0_sl_LN2_Rep2_n2-2,Atha_WT-Col-0_sl_LN2_Rep3_n2-3,Atha_WT-Col-0_sl_RNAlat_Rep1_rl1,Atha_WT-Col-0_sl_RNAlat_Rep2_rl2,Atha_WT-Col-0_sl_RNAlat_Rep3_rl3
AT1G04267,1,0,1,0,1,0,0,0,0,0,0,0
AT1G04270,6014,3970,3999,4776,4425,5078,1528,1358,970,1311,1643,1812
AT1G04273,8,0,2,0,1,1,0,0,1,1,0,1
AT1G04277,0,0,0,0,0,1,1,2,0,0,0,1
AT1G04280,1182,792,754,890,1284,1421,574,764,693,493,983,634
AT1G04283,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04287,0,1,1,0,0,0,0,0,0,0,0,0
AT1G04290,259,220,242,71,243,160,75,88,80,80,91,88
AT1G04293,0,0,0,0,0,1,0,0,0,0,0,0
AT1G04295,69,27,29,27,33,35,20,20,24,16,24,23
AT1G04297,4,2,4,2,2,1,0,1,1,0,2,1
AT1G04300,3294,1982,2064,5004,3253,5055,1316,1001,966,1171,1836,1981
AT1G04303,0,1,1,0,3,0,2,0,1,0,0,0
AT1G04307,1,2,5,3,4,3,1,1,1,1,3,0
AT1G04310,551,345,343,346,493,479,226,229,175,206,343,364
AT1G04313,0,0,0,0,1,0,0,0,0,0,0,0
AT1G04320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04323,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04327,0,0,0,0,0,1,0,1,0,0,0,0
AT1G04330,4,8,15,11,14,21,6,4,3,7,12,18
AT1G04333,0,1,0,2,1,0,0,0,0,0,0,0
AT1G04337,2,1,2,0,1,0,0,0,0,1,1,1
AT1G04340,383,280,261,195,351,377,155,184,101,121,155,153
AT1G04343,10,10,14,9,21,13,5,4,3,11,16,10
AT1G04347,1,1,1,2,3,2,1,0,0,3,0,0
AT1G04350,80,55,54,81,81,130,21,21,21,55,26,46
AT1G04353,73,51,55,57,45,70,21,28,16,23,27,34
AT1G04357,2,2,3,1,2,5,2,3,0,2,4,6
AT1G04360,165,82,93,142,137,155,56,66,70,35,168,54
AT1G04363,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04367,0,2,2,2,3,0,0,0,0,1,1,0
AT1G04370,2,0,6,9,4,3,0,1,1,1,13,1
AT1G04373,0,1,0,0,0,0,0,0,0,0,0,0
AT1G04377,0,0,2,0,0,0,0,0,0,0,0,0
AT1G04380,4,2,6,11,7,8,2,2,3,4,9,2
AT1G04383,0,0,0,0,0,0,0,1,0,0,0,0
AT1G04387,0,0,0,2,0,0,0,1,1,0,0,0
AT1G04390,264,99,136,184,194,209,84,93,64,68,121,130
AT1G04393,2,1,4,3,0,3,1,0,0,0,1,0
AT1G04397,0,0,0,0,0,0,0,2,2,1,1,1
AT1G04400,3445,2210,2109,3692,3506,4363,1371,1690,1212,1259,1824,2047
AT1G04403,0,0,0,0,1,0,0,0,0,0,0,0
AT1G04407,1,0,0,0,0,0,2,0,0,0,0,0
AT1G04410,19416,10131,10862,11179,14155,16045,6452,7537,5775,5039,6781,6694
AT1G04413,1,1,3,1,5,3,2,1,0,0,0,3
AT1G04417,0,0,0,0,1,0,1,0,0,0,0,0
AT1G04420,1348,946,974,671,876,949,239,225,186,242,178,314
AT1G04423,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04425,15,11,11,1,14,8,3,3,4,5,2,4
AT1G04427,2,1,3,6,3,3,0,4,3,2,5,6
AT1G04430,5766,3040,2839,1950,2759,2858,1650,1981,1300,1040,1156,1827
AT1G04433,912,371,405,476,316,503,185,207,157,172,238,208
AT1G04437,0,1,0,1,0,0,2,0,1,0,0,0
AT1G04440,1383,1173,1201,1298,1989,2270,646,984,729,608,1289,1118
AT1G04443,0,0,0,2,0,1,0,0,0,0,1,0
AT1G04445,19,16,21,25,36,47,4,5,3,11,14,20
AT1G04447,1,0,1,1,4,0,0,0,0,0,0,0
AT1G04450,1,1,3,4,1,1,0,1,3,2,2,1
AT1G04453,2,0,0,0,1,1,0,0,0,0,0,1
AT1G04455,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04463,137,65,58,79,86,84,49,54,41,35,52,65
AT1G04467,0,4,3,4,4,1,0,1,1,1,2,2
AT1G04470,5,13,20,30,35,15,0,0,0,4,13,2
AT1G04473,3,1,0,0,3,1,0,0,0,0,1,1
AT1G04477,4,5,1,0,1,10,5,4,2,0,6,3
AT1G04480,3134,1365,1594,1188,1488,2205,607,568,419,505,683,660
AT1G04483,0,0,2,2,1,2,0,0,0,1,1,2
AT1G04487,149,77,84,60,102,138,28,49,28,37,65,59
AT1G04490,19,15,23,22,28,34,16,16,8,18,35,36
AT1G04493,2,0,1,1,1,0,0,0,0,0,0,0
AT1G04497,2,0,1,0,0,0,2,1,2,0,1,5
AT1G04500,4,3,6,8,14,4,2,1,0,2,4,5
AT1G04503,1119,641,615,1193,899,1154,391,484,350,317,438,396
AT1G04507,3,1,3,0,0,1,1,1,0,1,2,2
AT1G04510,1581,886,936,1293,1138,1505,656,452,356,391,555,642
AT1G04513,272,212,232,414,254,285,112,134,148,125,428,167
AT1G04517,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04520,513,343,287,118,247,236,142,152,116,86,124,161
AT1G04523,0,0,0,0,0,0,0,0,1,0,0,1
AT1G04527,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04530,792,440,524,658,592,768,253,309,222,232,333,330
AT1G04533,8.47,6.89,4,14.74,24.44,31.49,0,2,1,0,0,2
AT1G04537,159,112,95,136,121,205,44,64,37,58,83,78
AT1G04540,181,63,74,111,81,140,49,50,28,27,42,60
AT1G04547,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04550,406,255,285,427,337,523,113,153,104,153,162,222
AT1G04555,91,87,91,112,127,148,45,43,26,43,70,56
AT1G04557,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04560,2936,84,66,660,122,592,816,346,250,652,407,684
AT1G04563,3,1,0,0,3,2,0,0,0,0,1,0
AT1G04567,0,2,2,0,2,2,0,0,1,0,4,1
AT1G04570,42,21,23,31,42,30,6,15,13,25,35,49
AT1G04573,0,0,1,0,1,2,0,0,0,0,0,0
AT1G04577,0,1,0,2,0,0,0,1,0,1,0,0
AT1G04580,42,8,10,46,42,24,8,3,8,16,12,12
AT1G04583,17,41,56,25,40,23,2,1,0,9,20,34
AT1G04587,3,4,5,1,5,3,5,4,2,6,2,6
AT1G04590,291,213,230,157,282,263,99,96,60,95,104,125
AT1G04593,0,0,0,1,1,0,0,0,0,0,0,0
AT1G04597,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04600,20,18,19,19,11,16,6,4,6,3,5,13
AT1G04603,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04607,0,2,1,0,8,0,0,0,0,3,1,1
AT1G04610,430,216,182,276,208,318,127,120,111,49,86,96
AT1G04620,1180,703,682,669,542,869,308,221,196,198,263,304
AT1G04623,0,0,0,0,0,0,0,1,0,0,0,0
AT1G04625,0,0,0,0,4,3,1,1,0,0,1,0
AT1G04630,813,441,495,384,541,579,186,186,157,187,220,231
AT1G04635,36,23,28,18,32,25,11,10,7,13,8,14
AT1G04640,337,256,236,145,238,241,57,68,45,71,58,94
AT1G04643,6,10,14,11,15,10,2,4,5,4,8,4
AT1G04645,0,0,2,2,1,2,0,0,0,0,1,0
AT1G04647,449,412,467,702,724,760,227,283,227,239,425,325
AT1G04650,90,46,42,47,58,45,26,21,21,16,21,34
AT1G04653,1,0,1,0,2,0,0,0,0,0,0,0
AT1G04657,0,1,0,0,1,0,0,0,1,0,1,0
AT1G04660,18,23,30,37,31,21,2,5,3,18,15,16
AT1G04667,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04670,0,0,1,1,0,0,0,0,0,0,0,0
AT1G04673,1,2,0,0,0,1,0,0,0,0,0,0
AT1G04677,0,4,5,0,3,1,2,1,0,1,2,0
AT1G04680,4134,2504,2340,1722,3373,3059,1698,2375,1352,994,1081,1362
AT1G04683,0,0,1,0,0,0,0,0,0,0,0,0
AT1G04687,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04690,1715,813,812,768,1094,1198,674,663,455,415,641,726
AT1G04693,0,0,2,2,0,1,0,0,0,0,0,0
AT1G04697,3,3,5,3,3,6,2,3,4,2,1,3
AT1G04700,196,88,125,136,157,190,105,81,80,52,83,136
AT1G04703,0,0,0,0,0,1,0,0,0,0,0,1
AT1G04707,13,5,12,8,25,17,10,15,10,5,23,20
AT1G04710,494,271,295,170,261,259,158,90,75,86,104,138
AT1G04713,1,1,2,1,1,0,2,0,0,0,1,0
AT1G04717,0,0,0,0,2,0,0,0,0,0,0,0
AT1G04720,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04723,2,7,1,1,4,3,0,0,1,0,2,3
AT1G04730,244,87,106,74,99,125,55,61,44,52,60,112
AT1G04733,136.2,293.02,361.5,15.91,212.92,243.02,318.34,1000.08,205.73,64.35,71.14,42.93
AT1G04737,0,0,1,0,0,0,1,1,0,0,0,0
AT1G04743,14,12,20,18,26,29,4,13,7,16,9,34
AT1G04747,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04750,1891,1010,1037,923,1189,1534,644,778,520,480,789,803
AT1G04753,1,0,0,4,1,0,0,0,0,0,2,0
AT1G04760,64,23,36,30,57,55,7,19,12,18,10,37
AT1G04763,1,0,0,6,0,0,0,0,0,0,0,0
AT1G04767,6,10,16,19,33,15,1,5,4,7,9,16
AT1G04770,1639,882,800,1185,522,1127,123,169,110,176,195,350
AT1G04773,61,54,57,45,59,62,20,14,10,24,14,31
AT1G04778,15,11,22,32,30,40,4,14,12,7,11,12
AT1G04780,1541,964,1085,1432,1640,1794,629,661,556,548,1038,969
AT1G04783,1,0,1,5,3,1,0,0,0,0,0,1
AT1G04787,0,0,1,2,2,3,0,0,0,0,0,0
AT1G04790,684,375,415,458,467,566,202,181,147,184,229,284
AT1G04793,0,0,0,6,1,0,0,0,0,0,0,0
AT1G04797,1,1,3,3,0,2,1,1,2,2,0,1
AT1G04800,435,246,298,177,216,204,59,53,39,72,117,101
AT1G04803,12,2,5,11,10,8,2,2,0,4,5,8
AT1G04807,1,1,0,0,3,2,0,0,0,0,0,0
AT1G04810,2880,1537,1647,2281,2148,2872,1154,800,730,769,1056,1164
AT1G04813,0,0,1,0,0,0,0,0,0,0,0,0
AT1G04817,0,3,2,0,1,1,1,0,0,1,1,3
AT1G04820,24629.41,14017.94,13866.1,9731.96,14868.45,14832.13,8000.31,9544.45,6835.06,5789.79,6094.38,8633.81
AT1G04823,90,49,41,24,39,37,21,21,16,18,13,19
AT1G04827,4,3,3,2,5,1,4,2,6,3,5,0
AT1G04830,489,297,340,378,452,539,224,224,190,195,218,328
AT1G04833,324,285,286,271,379,442,249,317,328,201,871,339
AT1G04837,188,140,125,121,160,202,92,99,87,65,104,124
AT1G04840,59,43,51,54,57,62,12,14,13,28,18,39
AT1G04847,1,0,0,1,1,0,0,0,0,0,2,1
AT1G04850,2483,1168,1252,1616,1488,2032,825,809,640,556,881,829
AT1G04853,0,0,0,0,0,0,0,3,2,0,0,0
AT1G04857,0,0,1,0,0,0,0,0,0,0,0,0
AT1G04860,1226,723,698,995,989,1228,432,454,354,324,522,493
AT1G04863,0,1,0,0,0,1,0,0,0,0,0,0
AT1G04867,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04870,704,339,336,572,439,656,209,178,118,170,186,251
AT1G04873,47,31,32,20,44,37,8,7,12,16,13,18
AT1G04877,2,5,2,4,6,6,0,0,0,0,3,3
AT1G04880,12,6,8,24,14,18,9,2,0,3,2,11
AT1G04883,0,0,2,1,4,0,0,1,0,0,0,2
AT1G04887,2.08,7.44,10.64,15.82,6.16,9.8,1,1.07,2,1.04,1.02,5.25
AT1G04890,1,3,14,7,5,4,0,0,0,1,1,0
AT1G04893,0,1,2,3,2,2,2,0,0,2,2,0
AT1G04895,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04897,264.89,92.48,261.34,50.85,267.69,304.73,254.76,279.53,208.69,92.72,129.44,68.9
AT1G04900,250,118,130,126,113,152,68,57,40,60,39,75
AT1G04907,130,73,115,18,62,69,76,98.02,61,11,15,1
AT1G04910,969,409,435,372,512,626,291,379,257,239,332,323
AT1G04913,0,1,2,0,0,2,1,0,1,0,0,3
AT1G04917,27,25,24,34,24,20,12,9,12,7,26,16
AT1G04920,282,28,45,142,40,102,53,23,18,67,33,72
AT1G04923,0,1,2,3,6,2,0,0,0,1,1,1
AT1G04927,1,0,1,0,1,0,0,0,0,0,1,1
AT1G04930,110,106,116,95,162,152,68,62,35,54,69,79
AT1G04933,22.38,12.7,22.95,13.61,24.88,29.85,13.53,11.58,11.58,3.62,20,19.66
AT1G04937,0,0,0,1,0,0,0,0,0,0,0,0
AT1G04940,1741.55,1058.76,1099.74,690.22,912.22,992.41,361,309.14,206,289,299,347.41
AT1G04943,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04945,154.45,82.24,110.26,106.78,129.78,174.59,51,60.86,43,59,61,88.59
AT1G04947,0,0,0,3,1,0,0,0,0,0,0,0
AT1G04950,791,408,441,512,474,712,214,225,158,220,231,329
AT1G04953,10,2,7,10,8,4,2,0,0,7,6,13
AT1G04957,0,1,1,0,1,0,0,0,0,0,1,0
AT1G04960,367,251,289,251,446,486,162,257,166,142,403,233
AT1G04963,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04967,0,0,3,2,1,1,0,0,0,0,0,0
AT1G04970,749,505,586,508,915,944,436,540,394,297,594,557
AT1G04973,27,47,91,46,19,41,3,5,5,2,8,17
AT1G04977,608,296,297,663,438,591,213,227,175,176,227,277
AT1G04980,255,100,105,107,153,186,84,113,93,74,198,98
AT1G04983,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04985,446.99,337,356,342,423,558,147,146,117,155,218,240
AT1G04987,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04990,581.01,425,496,255,592,531,282,312,215,226,336,365
AT1G04993,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04997,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05000,403,290,289,259,456,489,216,379,300,209,684,398
AT1G05003,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05005,4,0,2,5,4,2,0,0,0,0,4,2
AT1G05007,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05010,1579,1313,1275,1218,2726,2260,709,1285,1141,807,3602,1341
AT1G05013,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05017,0,2,1,1,2,0,0,0,0,1,1,0
AT1G05020,73,75,91,100,146,125,41,49,29,34,78,82
AT1G05023,0,1,0,0,1,1,1,0,0,0,1,2
AT1G05027,0,8,3,7,7,4,1,2,0,1,4,1
AT1G05030,140,126,124,84,164,146,67,70,69,51,80,107
AT1G05033,94,31,43,73,57,69,31,24,12,34,53,68
AT1G05035,0,1,0,0,0,1,0,0,0,0,0,0
AT1G05037,0,0,0,0,0,0,0,0,0,1,0,0
AT1G05040,0,3,0,3,2,1,0,0,0,0,0,0
AT1G05043,9,3,11,4,5,7,1,5,1,3,14,4
AT1G05047,82,36,51,32,48,47,19,11,17,13,14,14
AT1G05053,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05055,213,146,128,177,157,189,80,97,60,78,98,98
AT1G05057,807.74,635.97,689.34,148.07,468.43,805.37,979.83,1809.81,521.28,229.08,237.71,158.79
AT1G05060,166,135,142,200,237,287,251,67,178,103,255,120
AT1G05065,44,44,49,25,30,33,8,12,20,12,22,16
AT1G05067,0,0,0,3,1,3,0,0,0,0,1,1
AT1G05070,412,264,250,223,293,342,134,112,88,96,168,147
AT1G05073,0,1,2,0,1,0,0,0,0,0,0,0
AT1G05077,1,0,0,1,0,0,1,1,3,0,4,4
AT1G05080,2,1,0,4,4,3,0,0,0,1,1,1
AT1G05083,2,1,5,2,13,3,0,0,1,2,6,7
AT1G05085,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05087,218.73,65.1,35.51,91.01,90.85,175.95,61.03,62.15,40.54,39.68,83.48,79.5
AT1G05090,203.4,68.39,117.04,120.5,139.51,168.43,67.66,85.83,40.04,53.86,65.8,67.49
AT1G05093,1,3,2,3,3,2,2,0,1,0,0,0
AT1G05097,0,1,0,0,0,0,0,0,0,0,0,0
AT1G05100,61,145,96,30,89,76,23,16,12,115,197,521
AT1G05103,5,0,1,1,1,0,0,1,0,0,0,2
AT1G05107,0,1,4,4,2,2,1,0,0,0,3,1
AT1G05113,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05117,0,1,0,0,0,0,0,0,0,0,1,0
AT1G05120,645,321,284,438,467,579,208,266,187,211,300,357
AT1G05123,1,0,0,0,0,0,0,0,1,0,0,0
AT1G05127,1,0,0,0,0,0,0,0,0,0,0,0
AT1G05133,1,0,1,6,2,1,0,0,0,1,0,0
AT1G05136,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05137,0.23,0.74,0,0,0,0,0,0,0,0,0,0
AT1G05140,534,580,623,456,684,625,160,197,135,196,195,259
AT1G05143,2,0,2,0,0,1,2,1,0,0,0,1
AT1G05147,36,30,47,106,286,232,139,184,95,142,263,173
AT1G05150,2079,1061,1112,1138,1300,1443,604,748,502,433,507,718
AT1G05153,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05160,254,179,173,195,215,290,82,70,45,71,78,120
AT1G05163,285.39,955.96,1053.84,866.55,634.74,545.46,120.52,53.8,56.39,141.56,212.9,108.03
AT1G05170,540,287,242,261,290,344,189,279,157,126,175,220
AT1G05173,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05177,0,4,0,8,1,1,1,0,0,1,1,1
AT1G05180,769,467,510,585,593,736,247,277,179,193,320,336
AT1G05183,391.37,224.94,241.09,310.88,372.88,438.55,53.14,60.74,49.74,167.74,172.81,304.46
AT1G05187,75,58,54,55,88,63,21,21,10,31,52,44
AT1G05190,6852,4101,4005,2393,3288,3522,1278,1017,831,924,922,1245
AT1G05193,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05197,0,0,0,0,0,0,0,0,0,1,0,3
AT1G05200,95,125,154,50,205,138,34,76,46,106,183,162
AT1G05203,1,2,6,2,1,2,1,0,1,3,3,4
AT1G05205,431,258,227,142,269,351,140,134,89,112,154,143
AT1G05207,16,9,15,5,17,12,9,8,5,4,9,5
AT1G05210,89,54,58,38,65,62,23,39,30,19,14,38
AT1G05213,410,243,301,431,404,460,184,204,175,188,305,284
AT1G05217,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05220,27,12,16,32,26,56,9,5,6,18,14,20
AT1G05223,0,0,0,0,0,0,0,0,0,0,0,1
AT1G05227,0,1,2,0,1,0,1,0,0,0,0,1
AT1G05230,636,515,488,343,403,436,158,141,152,171,135,243
AT1G05233,0,0,1,0,0,1,0,0,0,0,0,0
AT1G05237,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05240,6.62,0,4.19,2.19,2.2,11.08,0,2.31,0,4.51,4.51,4.54
AT1G05243,2,5,6,0,5,2,6,6,2,7,3,5
AT1G05247,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05250,2907.38,2021,3362.81,2973.81,4819.8,4651.92,1337,1472.69,763,704.49,819.49,1939.46
AT1G05253,97,79,87,66,129,100,38,31,23,53,33,56
AT1G05257,0,0,0,0,0,0,1,0,0,0,0,0
AT1G05260,1233,1141,1385,2055,3105,3513,1220,1778,1044,688,1066,1061
AT1G05263,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05267,13,7,7,4,9,4,5,12,2,1,5,5
AT1G05270,1049,569,613,1182,723,1385,362,339,282,259,432,424
AT1G05273,2423.3,1494.97,1601.75,354.68,1084.79,2126.1,2144.8,5484.56,1306.67,564.62,473.49,381.71
AT1G05277,21,25,23,6,25,19,9,11,10,14,25,20
AT1G05280,15,12,29,41,51,55,8,9,8,5,9,19
AT1G05283,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05287,49,11,20,4,25,25,4,5,2,6,16,15
AT1G05290,0,1,3,1,0,2,0,0,0,1,0,2
AT1G05291,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05293,0,0,1,0,0,0,1,0,0,1,0,0
AT1G05297,6,3,2,0,6,4,4,1,1,1,1,1
AT1G05300,42,30,46,41,62,64,27,65,36,42,58,78
AT1G05303,1,0,0,0,0,0,0,0,1,0,0,0
AT1G05307,0,1,0,3,0,1,0,0,0,0,1,0
AT1G05310,2,4,8,13,10,7,13,39,47,4,14,17
AT1G05313,0,1,0,1,0,0,0,0,0,0,1,0
AT1G05317,1,0,1,0,1,2,0,1,2,1,0,4
AT1G05320,948,568,592,747,869,1034,359,605,352,308,360,566
AT1G05323,1.37,4.33,8.27,0,6.05,6.43,0.54,0,0.18,0.6,2.71,0.17
AT1G05327,5.63,8.67,11.73,10,27.95,16.57,4.46,13,8.82,10.4,38.29,22.83
AT1G05330,13,3,14,8,20,14,1,1,3,7,22,37
AT1G05333,1330,195.88,65.23,733,170.85,481,453.05,280,232,393,180,417
AT1G05337,332,303,320,82,314,304,131,201,122,96,95,155
AT1G05340,190,229,232,154,510,417,193,212,192,445,773,1291
AT1G05343,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05347,1424.96,1106.99,1336.95,1624.99,2812.99,3153.95,1304.99,1958,1416.99,1042.98,2061.98,1055.94
AT1G05350,533,288,288,315,360,390,214,234,168,152,206,246
AT1G05353,2,1,0,2,2,3,5,1,0,1,1,5
AT1G05357,6,1,1,3,1,2,1,1,0,0,0,1
AT1G05360,165,121,137,63,203,166,118,129,70,78,83,153
AT1G05363,0,0,0,2,2,0,0,0,0,0,0,0
AT1G05367,1,0,0,1,0,1,0,0,1,0,0,0
AT1G05370,52,44,43,28,50,36,12,9,10,17,33,22
AT1G05373,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05377,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05380,1813,859,926,1425,1381,1765,717,667,475,547,881,900
AT1G05383,3,0,1,4,2,3,3,1,4,4,3,10
AT1G05385,188,182,197,243,231,282,45,54,30,51,46,70
AT1G05387,0,1,0,0,2,0,0,0,0,1,0,0
AT1G05390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05397,13,3,4,4,8,15,0,1,1,2,1,3
AT1G05400,27,20,24,27,51,47,19,13,17,12,35,27
AT1G05407,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05410,354,173,182,267,194,312,99,111,71,85,137,125
AT1G05413,0,0,0,3,0,1,0,0,0,0,0,0
AT1G05417,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05420,63,62,58,44,61,38,26,37,19,19,15,18
AT1G05423,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05427,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05430,394,234,221,215,259,298,140,138,98,104,155,146
AT1G05433,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05440,55,27,20,29,30,28,6,7,4,15,11,10
AT1G05443,0,0,1,1,0,0,0,0,0,0,0,0
AT1G05447,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05450,26,5,7,20,17,20,13,3,23,4,54,6
AT1G05453,374,307,338,267,474,392,222,248,203,142,386,269
AT1G05460,377,182,208,279,221,249,86,83,59,82,99,127
AT1G05463,0,0,0,0,0,1,0,0,0,2,0,0
AT1G05467,6,6,2,7,0,8,8,3,4,5,13,5
AT1G05470,181,188,227,277,417,486,90,183,120,155,246,237
AT1G05473,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05477,0,0,0,0,1,0,0,0,0,0,0,0
AT1G05483,2,2,6,2,8,3,0,1,0,1,1,1
AT1G05487,3,7,2,5,8,7,3,2,0,0,1,4
AT1G05490,452,211,207,203,215,241,126,117,97,72,105,153
AT1G05493,0,0,0,1,0,0,0,0,0,0,0,1
AT1G05497,0,0,1,5,2,1,0,0,0,1,1,2
AT1G05500,1161,733,723,803,836,962,415,519,371,326,443,460
AT1G05507,0,0,3,1,1,1,0,0,0,0,0,0
AT1G05510,1277,101,95,461,196,501,364,218,143,534,270,630
AT1G05517,1,0,0,0,0,2,0,0,0,0,0,2
AT1G05520,2068,1099,1082,1237,1382,1773,754,743,582,515,845,870
AT1G05523,208,226,310,352,530,566,70,116,49,168,139,401
AT1G05527,0,0,0,0,1,0,0,0,0,0,0,0
AT1G05530,32,26,31,61,43,71,11,7,4,13,11,21
AT1G05533,0,1,0,0,0,0,0,0,0,0,0,1
AT1G05537,1,0,0,0,0,0,0,0,0,0,0,0
AT1G05540,9,4,8,15,18,6,0,4,2,3,4,6
AT1G05543,1,5,2,6,9,3,0,1,0,1,2,2
AT1G05547,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05550,3,4,7,10,5,5,2,2,3,1,5,4
AT1G05553,55,29,32,34,31,59,17,9,19,21,24,30
AT1G05557,14,10,11,3,14,12,2,2,0,3,5,8
AT1G05560,1108,746,864,1244,905,1154,863,259,213,202,769,454
AT1G05562,1094,666,907,1288,898,1186,856,240,229,212,677,397
AT1G05563,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05567,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05570,2221,1434,1497,3748,3287,4565,825,1746,810,1094,834,1763
AT1G05575,27,26,27,44,58,59,72,80,105,27,188,49
AT1G05577,1,2,3,4,4,6,3,5,1,2,1,3
AT1G05580,3,4,7,9,13,8,0,1,1,2,2,2
AT1G05583,4,0,0,0,1,1,0,0,0,0,0,0
AT1G05587,2,0,0,0,0,0,0,0,0,0,0,0
AT1G05590,714,463,441,227,436,392,244,253,166,177,174,266
AT1G05593,1,0,3,0,0,1,0,0,0,0,0,0
AT1G05597,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05600,153,104,120,160,144,172,37,43,39,55,50,84
AT1G05603,0,0,0,1,0,0,0,0,0,0,0,0
AT1G05607,1,0,0,0,2,1,1,1,1,1,2,0
AT1G05610,6,3,4,2,7,3,2,1,7,1,5,6
AT1G05613,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05615,0,0,0,1,1,0,0,0,0,0,0,0
AT1G05617,0,0,1,0,0,0,0,0,0,0,0,0
AT1G05620,739,381,379,319,484,477,278,287,205,156,291,249
AT1G05623,0,0,0,3,0,0,0,0,0,0,0,0
AT1G05627,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05630,242,156,159,154,246,227,116,104,85,111,116,152
AT1G05633,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05637,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05640,179,81,105,109,127,143,50,58,44,62,75,77
AT1G05643,0,0,0,0,2,1,0,0,0,0,0,0
AT1G05647,0,0,0,2,1,1,0,0,0,0,3,0
AT1G05650,2,6,7,10,9,3,2,4,2,7,1,1
AT1G05653,0,0,0,0,0,0,0,0,0,0,1,0
AT1G05657,0,0,0,0,0,1,0,0,0,0,0,0
AT1G05660,36,37,51,62,101,95,12,21,5,24,6,48
AT1G05663,0,1,2,1,0,1,0,0,0,0,0,1
AT1G05667,0,1,0,0,0,0,0,0,0,0,0,0
AT1G05670,111,61,79,84,95,89,50,37,32,30,73,76
AT1G05673,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05675,5,6,9,21,14,5,128,34,168,2,387,3
AT1G05680,289,148,257,214,378,364,2112,88,497,30,629,68
